Shape,Cut,Color,Clarity,Carat,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Length,Width,Height,Price,Type,price_category,price_category_encoded,Cut_encoded,Color_encoded,Clarity_encoded,Polish_encoded,Symmetry_encoded,Girdle_encoded,Carat_category,Carat_category_encoded
Princess,Ideal,D,VS1,1.09,1.0,71.6,68.0,Very Good,Excellent,Medium to Slightly Thick,5.71,5.69,4.07,1120,GIA Lab-Grown,very low,1,5,7,5,3.0,4.0,4.5,small,3
Round,Very Good,H,VS1,1.0,1.01,64.7,58.0,Excellent,Excellent,Slightly Thick to Thick,6.23,6.27,4.04,3340,GIA,medium,3,3,3,5,4.0,4.0,5.5,extra small,2
Princess,Very Good,G,VVS2,1.01,1.02,72.7,77.0,Excellent,Very Good,Very Thick,5.55,5.42,3.94,4070,GIA,high,4,3,4,6,4.0,3.0,7.0,small,3
Round,Ideal,E,VS1,1.59,1.0,61.8,56.0,Excellent,Excellent,Medium,7.49,7.52,4.64,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VVS2,1.02,1.0,73.8,67.0,Excellent,Excellent,Medium,5.51,5.5,4.06,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Princess,Ideal,G,VS1,1.01,1.02,72.2,71.0,Excellent,Excellent,Medium to Thick,5.54,5.44,3.93,3500,GIA,medium,3,5,4,5,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,D,VVS2,2.73,1.03,65.5,60.0,Excellent,Excellent,Medium to Thick,8.31,8.05,5.27,5600,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,5.0,extra large,6
Princess,Ideal,D,VS1,1.11,1.01,72.7,74.0,Excellent,Excellent,Medium to Slightly Thick,5.64,5.57,4.05,1190,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,small,3
Princess,Ideal,G,VVS2,1.02,1.02,73.7,73.0,Excellent,Excellent,Slightly Thick to Thick,5.57,5.47,4.04,3410,GIA,medium,3,5,4,6,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.01,1.0,61.3,58.0,Excellent,Excellent,Medium to Slightly Thick,6.44,6.47,3.96,3860,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,D,VS1,1.03,1.0,71.1,69.0,Excellent,Very Good,Medium to Slightly Thick,5.62,5.6,3.98,1060,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,4.5,small,3
Princess,Ideal,E,VVS2,1.01,1.0,73.1,65.0,Excellent,Excellent,Medium,5.41,5.4,3.95,1180,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Ideal,E,VS1,1.58,1.01,61.3,57.0,Excellent,Excellent,Medium,7.49,7.53,4.6,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,G,VVS2,1.06,1.01,71.7,73.0,Excellent,Very Good,Slightly Thick to Thick,5.77,5.72,4.1,3520,GIA,medium,3,5,4,6,4.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,60.6,59.0,Excellent,Excellent,Slightly Thick,6.41,6.45,3.9,4020,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Round,Excellent,H,VS2,1.01,1.01,62.1,58.0,Excellent,Excellent,Medium to Slightly Thick,6.41,6.45,3.99,4070,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,62.8,57.0,Excellent,Excellent,Medium to Slightly Thick,6.33,6.37,3.99,3974,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,G,VS2,1.09,1.01,71.9,70.0,Excellent,Very Good,Slightly Thick to Thick,5.61,5.56,4.0,3100,GIA,medium,3,5,4,4,4.0,3.0,5.5,small,3
Cushion,Ideal,E,VS1,3.55,1.02,65.2,63.0,Excellent,Excellent,Medium to Slightly Thick,9.11,8.96,5.84,7560,IGI Lab-Grown,very high,5,5,6,5,4.0,4.0,4.5,ultra large (3+),7
Cushion,Ideal,E,VS1,1.62,1.02,64.2,63.5,Excellent,Excellent,Slightly Thick to Thick,6.97,6.84,4.39,2140,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,5.5,medium,4
Princess,Ideal,E,VS1,1.13,1.01,69.7,65.0,Excellent,Very Good,Slightly Thick to Thick,5.77,5.71,3.98,1060,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,5.5,small,3
Princess,Ideal,E,VS1,1.14,1.01,71.8,66.0,Excellent,Excellent,Thick,5.71,5.68,4.08,1130,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,6.0,small,3
Princess,Ideal,D,VS1,1.07,1.0,71.9,69.0,Excellent,Excellent,Slightly Thick to Thick,5.53,5.52,3.97,1150,GIA Lab-Grown,very low,1,5,7,5,4.0,4.0,5.5,small,3
Cushion,Ideal,F,VS1,1.89,1.01,67.9,61.0,Excellent,Excellent,Medium to Slightly Thick,7.02,6.94,4.71,2540,IGI Lab-Grown,medium,3,5,5,5,4.0,4.0,4.5,medium,4
Round,Very Good,H,VS2,1.01,1.01,63.8,59.0,Excellent,Excellent,Slightly Thick to Thick,6.29,6.33,4.03,3930,GIA,high,4,3,3,4,4.0,4.0,5.5,small,3
Round,Excellent,E,VS1,1.55,1.01,61.6,57.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.44,4.57,1770,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.54,1.0,60.7,58.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.48,4.53,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VS1,1.23,1.01,71.8,67.0,Excellent,Excellent,Slightly Thick to Thick,5.96,5.91,4.25,1200,GIA Lab-Grown,low,2,5,6,5,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,62.7,56.0,Excellent,Excellent,Slightly Thick,6.33,6.37,3.99,4120,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Cushion Modified,Ideal,E,VS1,1.58,1.02,67.0,61.0,Excellent,Excellent,Medium to Thick,6.79,6.67,4.46,3110,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,5.0,medium,4
Princess,Ideal,E,VS1,1.05,1.01,70.7,71.0,Excellent,Excellent,Medium to Slightly Thick,5.53,5.47,3.87,1040,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.5,small,3
Round,Ideal,D,VS1,1.58,1.0,60.6,59.0,Excellent,Excellent,Medium to Slightly Thick,7.49,7.52,4.55,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,D,VS1,1.03,1.01,72.4,71.0,Excellent,Excellent,Medium to Slightly Thick,5.48,5.44,3.94,1110,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Radiant,Astor,G,VS2,1.05,1.25,68.1,64.0,Very Good,Very Good,Thick to Very Thick,6.56,5.23,3.56,4600,GIA,high,4,6,4,4,3.0,3.0,6.5,small,3
Princess,Ideal,E,VS1,1.15,1.01,72.2,72.0,Excellent,Excellent,Medium,5.75,5.71,4.12,1140,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,D,VS1,1.09,1.01,70.1,71.0,Excellent,Excellent,Medium,5.63,5.56,3.9,1170,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,small,3
Round,Ideal,E,VS1,1.58,1.01,62.3,57.0,Excellent,Excellent,Medium,7.39,7.45,4.63,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,F,VVS2,1.1,1.01,70.1,65.0,Excellent,Excellent,Medium,5.79,5.75,4.03,1210,IGI Lab-Grown,low,2,5,5,6,4.0,4.0,4.0,small,3
Princess,Very Good,G,VS2,1.02,1.01,73.6,76.0,Excellent,Excellent,Slightly Thick to Thick,5.6,5.53,4.07,3180,GIA,medium,3,3,4,4,4.0,4.0,5.5,small,3
Princess,Ideal,G,VVS2,1.01,1.0,74.3,73.0,Very Good,Very Good,Thick,5.54,5.52,4.11,3210,GIA,medium,3,5,4,6,3.0,3.0,6.0,small,3
Round,Excellent,G,VS2,1.06,1.01,62.6,57.0,Excellent,Excellent,Medium to Slightly Thick,6.48,6.52,4.07,1170,GIA,low,2,4,4,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,D,VVS2,2.44,1.03,67.7,60.0,Excellent,Excellent,Medium to Thick,7.77,7.54,5.1,4820,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,5.0,large,5
Princess,Ideal,E,VVS2,1.03,1.01,69.6,69.0,Excellent,Excellent,Medium,5.56,5.52,3.84,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Princess,Ideal,H,VS1,1.0,1.0,72.3,70.0,Excellent,Excellent,Slightly Thick to Thick,5.39,5.38,3.89,2900,GIA,medium,3,5,3,5,4.0,4.0,5.5,extra small,2
Princess,Ideal,D,VS1,1.06,1.01,73.5,70.0,Excellent,Excellent,Medium to Slightly Thick,5.44,5.4,3.97,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Round,Ideal,E,VS1,1.57,1.0,61.1,58.0,Excellent,Excellent,Medium,7.47,7.5,4.58,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,D,VVS1,2.96,1.03,67.8,61.0,Excellent,Excellent,Thin to Thick,8.27,8.04,5.45,7000,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,4.5,extra large,6
Round,Excellent,E,VS1,1.53,1.01,60.7,58.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.46,4.51,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,H,VVS1,1.0,1.01,72.2,72.0,Excellent,Excellent,Slightly Thick to Thick,5.46,5.4,3.9,3200,GIA,medium,3,5,3,7,4.0,4.0,5.5,extra small,2
Princess,Ideal,F,VS1,1.23,1.0,72.1,69.0,Excellent,Very Good,Slightly Thick to Thick,5.88,5.87,4.23,1120,GIA Lab-Grown,very low,1,5,5,5,4.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.1,1.01,60.1,59.0,Excellent,Excellent,Medium to Slightly Thick,6.67,6.72,4.02,4110,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Very Good,G,VS2,1.11,1.05,66.2,76.0,Very Good,Good,Very Thin to Very Thick,6.14,5.86,3.88,3580,GIA,medium,3,3,4,4,3.0,2.0,4.5,small,3
Round,Excellent,D,VS1,1.56,1.0,61.0,57.0,Excellent,Excellent,Medium,7.48,7.51,4.57,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Round,Ideal,D,VS1,1.59,1.0,60.9,58.0,Excellent,Excellent,Medium,7.5,7.53,4.58,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VVS2,1.03,1.02,73.2,68.0,Excellent,Excellent,Slightly Thick to Thick,5.64,5.51,4.03,1200,GIA Lab-Grown,low,2,5,6,6,4.0,4.0,5.5,small,3
Princess,Ideal,E,VS1,1.09,1.0,71.6,70.0,Excellent,Excellent,Slightly Thick to Thick,5.59,5.59,4.0,1080,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,5.5,small,3
Cushion,Ideal,D,VVS2,1.46,1.02,66.4,61.0,Excellent,Excellent,Medium to Slightly Thick,6.61,6.49,4.31,2690,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,4.5,small,3
Round,Excellent,H,VS1,1.02,1.01,61.7,58.0,Excellent,Excellent,Slightly Thick,6.4,6.44,3.96,3850,GIA,high,4,4,3,5,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,F,VS1,2.05,1.01,67.6,63.0,Excellent,Excellent,Medium to Thick,7.41,7.31,4.94,2980,GIA Lab-Grown,medium,3,5,5,5,4.0,4.0,5.0,large,5
Princess,Ideal,E,VS1,1.09,1.01,72.4,67.0,Excellent,Excellent,Medium,5.68,5.61,4.06,1080,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Cushion Modified,Ideal,D,VVS2,2.17,1.02,66.6,62.0,Excellent,Excellent,Medium to Thick,7.52,7.34,4.89,4590,GIA Lab-Grown,high,4,5,7,6,4.0,4.0,5.0,large,5
Round,Excellent,D,VVS2,1.9,1.01,61.3,57.0,Excellent,Excellent,Medium to Slightly Thick,7.94,7.98,4.88,3120,GIA Lab-Grown,medium,3,4,7,6,4.0,4.0,4.5,medium,4
Princess,Ideal,D,VS1,1.03,1.01,73.5,72.0,Excellent,Very Good,Thick,5.53,5.5,4.04,4250,GIA,high,4,5,7,5,4.0,3.0,6.0,small,3
Princess,Ideal,D,VVS2,1.01,1.01,72.2,71.0,Very Good,Excellent,Slightly Thick to Thick,5.55,5.49,3.97,1210,GIA Lab-Grown,low,2,5,7,6,3.0,4.0,5.5,small,3
Cushion Modified,Ideal,E,VVS2,2.7,1.01,65.9,59.0,Excellent,Excellent,Slightly Thick to Thick,8.0,7.92,5.22,4960,GIA Lab-Grown,very high,5,5,6,6,4.0,4.0,5.5,extra large,6
Cushion Modified,Ideal,D,VS1,1.56,1.03,64.9,63.5,Excellent,Excellent,Medium to Thick,7.04,6.84,4.44,2130,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,5.0,medium,4
Round,Excellent,H,VS2,1.0,1.01,62.9,57.0,Excellent,Excellent,Medium,6.35,6.4,4.01,3820,GIA,high,4,4,3,4,4.0,4.0,4.0,extra small,2
Round,Excellent,H,VS1,1.0,1.01,63.1,55.0,Excellent,Excellent,Medium to Slightly Thick,6.31,6.35,4.0,3970,GIA,high,4,4,3,5,4.0,4.0,4.5,extra small,2
Princess,Ideal,G,VS2,1.01,1.0,73.5,74.0,Excellent,Very Good,Thick to Very Thick,5.43,5.41,3.98,3890,GIA,high,4,5,4,4,4.0,3.0,6.5,small,3
Princess,Ideal,E,VS2,1.02,1.01,74.5,69.0,Excellent,Excellent,Thick to Very Thick,5.51,5.43,4.04,4300,GIA,high,4,5,6,4,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,D,VVS1,2.72,1.03,64.8,59.0,Excellent,Excellent,Thin to Very Thick,8.14,7.94,5.14,6430,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,5.5,extra large,6
Cushion,Ideal,F,VVS2,1.58,1.02,67.3,63.0,Excellent,Excellent,Medium to Slightly Thick,6.75,6.63,4.46,2300,IGI Lab-Grown,low,2,5,5,6,4.0,4.0,4.5,medium,4
Cushion,Ideal,D,VVS2,2.0,1.01,66.7,61.0,Excellent,Excellent,Medium to Slightly Thick,7.38,7.33,4.89,6930,IGI Lab-Grown,very high,5,5,7,6,4.0,4.0,4.5,medium,4
Cushion Modified,Very Good,H,VS2,1.0,1.09,68.0,60.0,Excellent,Very Good,Slightly Thick to Very Thick,5.82,5.34,3.63,2260,GIA,low,2,3,3,4,4.0,3.0,6.5,extra small,2
Princess,Ideal,D,VVS2,1.03,1.02,72.4,67.0,Very Good,Very Good,Slightly Thick to Thick,5.65,5.54,4.01,1170,GIA Lab-Grown,low,2,5,7,6,3.0,3.0,5.5,small,3
Princess,Ideal,F,VVS2,1.0,1.01,72.7,70.0,Very Good,Very Good,Slightly Thick to Thick,5.42,5.38,3.91,3750,GIA,medium,3,5,5,6,3.0,3.0,5.5,extra small,2
Round,Excellent,E,VS1,1.56,1.0,60.8,57.0,Excellent,Excellent,Medium to Slightly Thick,7.48,7.5,4.55,1780,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,D,VS1,1.0,1.05,72.1,65.0,Excellent,Excellent,Medium,5.6,5.35,3.86,1080,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,extra small,2
Cushion Modified,Ideal,E,VS1,1.57,1.02,67.8,61.0,Excellent,Excellent,Slightly Thick to Thick,6.79,6.66,4.52,3090,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,5.5,medium,4
Princess,Ideal,H,VS2,1.01,1.0,72.7,72.0,Excellent,Excellent,Slightly Thick to Very Thick,5.4,5.39,3.91,3230,GIA,medium,3,5,3,4,4.0,4.0,6.5,small,3
Round,Excellent,E,VS1,1.52,1.0,62.3,57.0,Excellent,Excellent,Medium to Slightly Thick,7.34,7.37,4.58,1730,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Very Good,G,VVS2,1.0,1.02,76.6,73.0,Very Good,Good,Very Thick,5.32,5.21,4.0,3320,GIA,medium,3,3,4,6,3.0,2.0,7.0,extra small,2
Round,Very Good,D,VS2,1.0,1.01,64.7,55.0,Excellent,Very Good,Medium to Thick,6.15,6.22,4.0,3960,GIA,high,4,3,7,4,4.0,3.0,5.0,extra small,2
Princess,Ideal,D,VS1,1.06,1.0,71.1,68.0,Excellent,Excellent,Medium,5.54,5.53,3.93,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.08,1.0,69.7,68.0,Excellent,Excellent,Medium,5.68,5.68,3.96,1070,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,H,VS2,1.0,1.01,63.4,57.0,Excellent,Very Good,Medium to Slightly Thick,6.3,6.36,4.01,3660,GIA,medium,3,4,3,4,4.0,3.0,4.5,extra small,2
Round,Excellent,H,VS2,1.05,1.0,61.8,58.0,Excellent,Excellent,Medium to Slightly Thick,6.5,6.52,4.02,3820,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,H,IF,1.0,1.0,72.7,70.0,Excellent,Very Good,Very Thick,5.32,5.31,3.86,3350,GIA,medium,3,5,3,8,4.0,3.0,7.0,extra small,2
Round,Excellent,E,VS1,1.57,1.0,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.45,4.62,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.57,1.0,61.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.45,4.59,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Very Good,H,VS1,1.01,1.01,64.7,55.0,Excellent,Very Good,Thick,6.19,6.26,4.02,3750,GIA,medium,3,3,3,5,4.0,3.0,6.0,small,3
Princess,Ideal,G,VVS1,1.01,1.0,72.5,70.0,Excellent,Excellent,Slightly Thick to Thick,5.5,5.5,3.98,3450,GIA,medium,3,5,4,7,4.0,4.0,5.5,small,3
Princess,Ideal,G,VVS2,1.01,1.0,72.3,71.0,Excellent,Very Good,Medium to Thick,5.48,5.48,3.96,3530,GIA,medium,3,5,4,6,4.0,3.0,5.0,small,3
Round,Excellent,E,VS1,1.52,1.0,61.0,56.0,Excellent,Excellent,Thin to Medium,7.43,7.46,4.54,1730,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,3.5,medium,4
Princess,Ideal,G,VVS1,1.02,1.01,71.3,71.0,Excellent,Very Good,Thick,5.61,5.58,3.98,3400,GIA,medium,3,5,4,7,4.0,3.0,6.0,small,3
Round,Excellent,D,VS1,1.56,1.0,62.4,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.43,4.63,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Ideal,E,VS1,1.56,1.01,60.9,58.0,Excellent,Excellent,Medium,7.47,7.51,4.56,1830,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Very Good,G,VS1,1.01,1.02,76.6,67.0,Excellent,Very Good,Very Thick,5.42,5.31,4.07,2850,GIA,medium,3,3,4,5,4.0,3.0,7.0,small,3
Round,Excellent,H,VVS2,1.01,1.0,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,6.41,6.44,4.0,4070,GIA,high,4,4,3,6,4.0,4.0,4.5,small,3
Round,Excellent,D,VS1,1.53,1.0,61.7,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.42,4.57,1790,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.52,1.0,61.2,57.0,Excellent,Excellent,Medium to Slightly Thick,7.39,7.42,4.53,1730,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VS1,1.11,1.01,74.9,70.0,Excellent,Excellent,Medium,5.54,5.5,4.12,1100,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Ideal,E,VS1,1.58,1.0,62.0,57.0,Excellent,Excellent,Medium,7.46,7.49,4.63,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,D,VS1,1.56,1.0,61.9,56.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.45,4.61,1830,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.58,1.0,60.9,58.0,Excellent,Excellent,Medium,7.51,7.53,4.58,1800,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Cushion,Ideal,D,VS1,1.52,1.01,68.9,58.5,Excellent,Excellent,Medium to Thick,6.67,6.59,4.54,2070,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,5.0,medium,4
Princess,Ideal,G,VS1,1.05,1.0,72.2,71.0,Excellent,Excellent,Medium to Thick,5.45,5.44,3.92,3450,GIA,medium,3,5,4,5,4.0,4.0,5.0,small,3
Princess,Ideal,G,VVS1,1.06,1.01,72.7,70.0,Excellent,Excellent,Medium to Slightly Thick,5.58,5.53,4.02,3490,GIA,medium,3,5,4,7,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,61.8,61.0,Excellent,Excellent,Medium to Slightly Thick,6.36,6.41,3.94,3940,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Round,Excellent,E,VS1,1.57,1.01,61.0,58.0,Excellent,Excellent,Medium to Slightly Thick,7.46,7.5,4.57,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.58,1.0,62.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.45,4.67,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,G,VS1,1.01,1.01,73.9,71.0,Excellent,Very Good,Thick to Very Thick,5.42,5.39,3.98,4040,GIA,high,4,5,4,5,4.0,3.0,6.5,small,3
Round,Excellent,H,VS1,1.0,1.01,63.3,56.0,Excellent,Very Good,Medium to Slightly Thick,6.29,6.37,4.01,3940,GIA,high,4,4,3,5,4.0,3.0,4.5,extra small,2
Cushion Modified,Ideal,E,VS1,2.17,1.01,66.9,61.0,Excellent,Excellent,Thin to Thick,7.55,7.49,5.01,3360,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,4.5,large,5
Round,Excellent,H,VS2,1.0,1.0,63.4,57.0,Excellent,Excellent,Medium to Slightly Thick,6.32,6.35,4.02,3820,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,G,VS2,1.02,1.02,70.3,72.0,Excellent,Excellent,Medium,5.7,5.59,3.93,2890,GIA,medium,3,5,4,4,4.0,4.0,4.0,small,3
Round,Ideal,E,VS1,1.57,1.01,62.2,57.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.42,4.6,1280,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.03,1.0,61.9,59.0,Excellent,Excellent,Medium to Slightly Thick,6.43,6.46,3.99,4050,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Round,Very Good,H,VS1,1.0,1.01,63.8,56.0,Excellent,Very Good,Thick,6.21,6.26,3.98,3410,GIA,medium,3,3,3,5,4.0,3.0,6.0,extra small,2
Round,Excellent,E,VS1,1.54,1.01,62.3,57.0,Excellent,Excellent,Thin to Medium,7.38,7.42,4.61,1760,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,3.5,medium,4
Princess,Ideal,G,VS1,1.01,1.01,71.9,72.0,Excellent,Very Good,Thick,5.49,5.42,3.9,3510,GIA,medium,3,5,4,5,4.0,3.0,6.0,small,3
Princess,Ideal,G,VVS1,1.01,1.01,71.1,75.0,Excellent,Very Good,Slightly Thick to Thick,5.53,5.48,3.9,3600,GIA,medium,3,5,4,7,4.0,3.0,5.5,small,3
Round,Excellent,D,VS1,1.56,1.0,61.6,56.0,Excellent,Excellent,Medium,7.45,7.47,4.6,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VVS2,1.02,1.01,71.5,67.0,Excellent,Excellent,Slightly Thick to Thick,5.49,5.44,3.89,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,5.5,small,3
Princess,Ideal,G,VS1,1.01,1.0,69.1,71.0,Excellent,Very Good,Thin to Slightly Thick,5.6,5.6,3.87,3590,GIA,medium,3,5,4,5,4.0,3.0,4.0,small,3
Princess,Ideal,D,VS1,1.06,1.0,72.3,70.0,Excellent,Excellent,Medium,5.5,5.49,3.97,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Princess,Ideal,G,VS1,1.01,1.01,72.0,69.0,Excellent,Excellent,Medium to Slightly Thick,5.51,5.44,3.92,3480,GIA,medium,3,5,4,5,4.0,4.0,4.5,small,3
Round,Ideal,D,VS1,1.59,1.0,61.5,57.0,Excellent,Excellent,Medium,7.49,7.52,4.61,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Very Good,G,VS2,1.0,1.0,62.6,58.0,Excellent,Excellent,Slightly Thick to Thick,6.27,6.3,3.94,3590,GIA,medium,3,3,4,4,4.0,4.0,5.5,extra small,2
Princess,Ideal,E,VS1,1.16,1.01,72.3,68.0,Excellent,Excellent,Medium,5.76,5.73,4.14,1150,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,H,VS2,1.04,1.0,60.1,59.0,Excellent,Excellent,Medium to Slightly Thick,6.55,6.57,3.94,3730,GIA,medium,3,4,3,4,4.0,4.0,4.5,small,3
Round,Very Good,H,VS1,1.0,1.01,63.7,59.0,Excellent,Excellent,Slightly Thick to Thick,6.25,6.3,4.0,4130,GIA,high,4,3,3,5,4.0,4.0,5.5,extra small,2
Cushion,Ideal,D,VVS1,1.02,1.03,65.4,63.0,Excellent,Excellent,Medium to Thick,5.85,5.66,3.7,2300,IGI Lab-Grown,low,2,5,7,7,4.0,4.0,5.0,small,3
Round,Excellent,D,VS1,1.57,1.0,60.7,58.0,Excellent,Excellent,Medium to Slightly Thick,7.48,7.51,4.55,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,F,VS1,2.71,1.02,67.0,63.0,Excellent,Excellent,Slightly Thick,8.16,7.98,5.35,6350,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,5.0,extra large,6
Round,Ideal,E,VS1,1.57,1.0,61.1,58.0,Excellent,Excellent,Medium,7.48,7.51,4.58,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VS1,1.09,1.01,70.2,69.0,Excellent,Excellent,Medium,5.71,5.67,3.98,1080,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
